Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Weather_Condition,day_of_week_acc,Nautical_Twilight,season_acc,cible,year_acc
45.3,-93.0,0.0,23.0,93.0,10.0,0.16782070524190654,Cloudy,1,Night,winter,0,2019
32.9,-117.2,0.0,81.0,58.0,10.0,0.1934317088257318,Fair,3,Day,autumn,0,2019
38.0,-84.5,0.0,88.0,40.0,10.0,0.1726279818900893,Fair,2,Day,autumn,0,2019
42.9,-71.5,0.0,50.0,71.0,10.0,0.07512959899967943,Cloudy,4,Day,autumn,0,2019
29.6,-95.5,0.0,34.0,48.0,10.0,0.33470568403507506,Clear,1,Day,spring,0,2019
40.7,-74.1,2.0,72.0,66.0,8.0,0.3339655775837599,Scattered Clouds,3,Day,summer,0,2017
33.7,-84.1,2.0,77.0,50.0,10.0,0.1934317088257318,Clear,4,Day,spring,0,2018
45.7,-121.6,0.0,53.0,77.0,10.0,0.11216944406164672,Cloudy,5,Day,spring,0,2019
32.8,-97.2,1.0,,,,0.14172863575095576,Other,3,Day,winter,0,2017
30.4,-81.7,0.0,58.0,97.0,10.0,0.2854639026097902,Scattered Clouds,4,Day,winter,1,2019
32.9,-96.7,0.0,39.0,75.0,7.0,0.35196423784104736,Overcast,1,Day,winter,0,2018
39.3,-120.1,0.0,32.0,69.0,7.0,0.19946047525166746,Overcast,3,Day,spring,1,2018
32.8,-79.9,1.0,73.0,100.0,7.0,0.07512959899967943,Fair,2,Night,autumn,1,2019
33.7,-117.8,0.0,64.0,80.0,10.0,0.19946047525166746,Scattered Clouds,1,Day,autumn,0,2017
33.7,-117.9,0.0,71.0,81.0,9.0,0.19946047525166746,Partly Cloudy,6,Night,autumn,0,2019
45.5,-122.7,0.0,50.0,74.0,10.0,0.14509260250954292,Cloudy,5,Day,spring,0,2019
45.3,-123.8,0.0,68.0,64.0,10.0,0.17427911846260802,Cloudy,1,Day,summer,0,2019
38.5,-106.1,3.0,81.0,12.0,10.0,0.17427911846260802,Clear,0,Day,summer,1,2016
34.1,-117.6,1.0,65.0,33.0,10.0,0.1837178381607416,Clear,2,Day,autumn,1,2016
39.4,-76.6,0.0,34.0,93.0,2.0,0.19551397248314875,Other,1,Day,spring,0,2018
31.4,-83.5,1.0,61.0,100.0,0.0,0.175655015598652,Fog,2,Day,winter,1,2016
32.7,-117.1,0.0,73.0,46.0,10.0,0.17427911846260802,Clear,3,Day,spring,0,2016
38.2,-122.1,0.0,53.0,77.0,10.0,0.2854639026097902,Clear,6,Night,autumn,1,2016
43.0,-121.8,0.0,40.0,86.0,10.0,0.175655015598652,Cloudy,3,Night,winter,0,2019
40.3,-105.0,0.0,79.0,30.0,10.0,0.17427911846260802,Partly Cloudy,3,Day,summer,1,2016
40.7,-74.3,0.0,70.0,50.0,10.0,0.2012560380538422,Partly Cloudy,4,Day,autumn,0,2019
40.0,-83.1,0.0,67.0,93.0,10.0,0.1934317088257318,Overcast,6,Day,summer,1,2018
39.8,-121.9,1.0,59.0,72.0,25.0,0.2597082330778817,Scattered Clouds,1,Day,autumn,1,2016
42.4,-87.8,0.0,67.0,70.0,10.0,0.1978658207971211,Scattered Clouds,0,Day,autumn,1,2018
36.6,-77.6,1.0,,,,0.07512959899967943,Fair,3,Day,winter,1,2019
33.5,-117.7,1.0,75.0,18.0,10.0,0.19551397248314875,Partly Cloudy,4,Day,spring,0,2019
35.9,-78.6,0.0,66.0,37.0,10.0,0.3154141116184914,Partly Cloudy,2,Day,autumn,0,2016
34.1,-118.2,0.0,70.0,38.0,10.0,0.3339655775837599,Clear,3,Day,spring,0,2017
28.0,-82.5,0.0,73.0,50.0,10.0,0.19946047525166746,Clear,1,Day,spring,0,2018
37.4,-121.9,0.0,60.0,72.0,10.0,0.14509260250954292,Cloudy,3,Day,winter,0,2019
41.9,-88.1,0.0,51.0,35.0,10.0,0.16782070524190654,Clear,2,Day,autumn,0,2018
37.5,-122.2,0.0,75.0,53.0,10.0,0.16782070524190654,Clear,3,Day,summer,0,2018
42.0,-88.1,0.0,77.0,84.0,7.0,0.3154141116184914,Other,1,Day,summer,1,2018
39.0,-94.4,0.0,50.0,68.0,10.0,0.2854639026097902,Mostly Cloudy,4,Day,autumn,0,2016
43.0,-123.7,0.0,58.0,97.0,10.0,0.3339655775837599,Overcast,1,Night,autumn,0,2018
43.1,-83.8,0.0,78.0,43.0,10.0,0.2854639026097902,Clear,2,Day,spring,0,2018
34.4,-119.7,1.0,60.0,90.0,8.0,0.175655015598652,Overcast,3,Day,spring,0,2016
34.3,-118.5,0.0,56.0,77.0,10.0,0.17427911846260802,Other,2,Night,spring,1,2019
34.0,-118.3,1.0,54.0,26.0,10.0,0.1726279818900893,Clear,4,Day,winter,0,2016
42.2,-87.9,0.0,47.0,100.0,8.0,0.1978658207971211,Overcast,0,Day,spring,1,2017
33.5,-84.3,0.0,35.0,48.0,10.0,0.1726279818900893,Clear,4,Day,winter,0,2016
41.7,-88.0,3.0,62.0,91.0,10.0,0.3154141116184914,Clear,2,Day,autumn,1,2016
45.1,-93.3,1.0,52.0,82.0,10.0,0.17427911846260802,Mostly Cloudy,1,Day,autumn,1,2018
36.8,-119.8,0.0,99.0,17.0,10.0,0.16782070524190654,Fair,5,Day,summer,0,2019
28.9,-82.1,0.0,78.0,90.0,4.0,0.1978658207971211,Cloudy,3,Day,autumn,0,2016
31.2,-82.4,0.0,68.0,49.0,10.0,0.35196423784104736,Overcast,4,Day,autumn,1,2017
42.8,-89.3,1.0,66.0,40.0,10.0,0.11207069872824872,Mostly Cloudy,5,Day,spring,1,2019
37.5,-122.2,1.0,72.0,57.0,10.0,0.175655015598652,Partly Cloudy,0,Day,summer,0,2016
35.1,-90.0,0.0,74.0,68.0,10.0,0.19551397248314875,Overcast,1,Day,autumn,0,2018
34.3,-118.5,0.0,72.0,73.0,10.0,0.07512959899967943,Fair,6,Day,autumn,0,2019
25.8,-80.2,2.0,78.0,48.0,10.0,0.1837178381607416,Partly Cloudy,0,Day,spring,0,2019
43.7,-95.6,1.0,32.0,92.0,10.0,0.175655015598652,Clear,3,Day,spring,0,2019
39.8,-105.0,0.0,28.0,93.0,10.0,0.17427911846260802,Overcast,5,Day,spring,1,2019
26.0,-80.2,1.0,85.0,72.0,10.0,0.35196423784104736,Scattered Clouds,1,Day,autumn,1,2016
33.7,-84.2,4.0,69.0,65.0,10.0,0.1978658207971211,Overcast,6,Night,spring,1,2017
38.9,-94.8,1.0,71.0,78.0,10.0,0.19946047525166746,Clear,0,Day,autumn,1,2016
33.0,-96.8,0.0,88.0,58.0,13.0,0.2012560380538422,Clear,0,Day,summer,1,2016
33.9,-118.0,0.0,60.0,75.0,10.0,0.1260522790801609,Fair,0,Night,winter,0,2019
34.1,-117.9,0.0,66.0,60.0,10.0,0.3339655775837599,Clear,4,Night,autumn,0,2016
37.7,-121.7,0.0,76.0,33.0,10.0,0.1934317088257318,Partly Cloudy,3,Day,summer,0,2016
33.8,-118.1,0.0,60.0,90.0,6.0,0.3339655775837599,Overcast,1,Day,spring,0,2018
44.0,-124.0,2.0,52.0,89.0,10.0,0.2012560380538422,Mostly Cloudy,0,Day,autumn,0,2018
37.4,-122.1,1.0,68.0,56.0,10.0,0.16782070524190654,Clear,5,Night,summer,1,2016
41.7,-87.7,1.0,85.0,33.0,10.0,0.1934317088257318,Clear,6,Day,summer,1,2018
45.1,-123.4,0.0,78.0,43.0,10.0,0.1260522790801609,Partly Cloudy,5,Day,summer,0,2019
45.5,-122.5,0.0,63.0,78.0,10.0,0.2597082330778817,Overcast,3,Day,summer,0,2018
28.5,-81.4,0.0,90.0,52.0,10.0,0.35196423784104736,Scattered Clouds,4,Day,spring,0,2017
40.2,-76.9,0.0,84.0,32.0,10.0,0.2854639026097902,Partly Cloudy,2,Day,summer,0,2016
41.2,-73.1,0.0,34.0,56.0,10.0,0.11539246896503184,Cloudy,0,Night,winter,0,2019
38.9,-94.8,0.0,60.0,93.0,10.0,0.33470568403507506,Partly Cloudy,2,Day,spring,0,2017
33.1,-117.1,0.0,61.0,81.0,10.0,0.11207069872824872,Cloudy,5,Day,winter,0,2019
32.7,-117.1,0.0,73.0,30.0,10.0,0.11216944406164672,Fair,6,Day,autumn,1,2019
37.6,-122.0,0.0,56.0,67.0,10.0,0.1978658207971211,Overcast,2,Day,winter,0,2018
40.0,-83.0,1.0,40.0,63.0,10.0,0.33470568403507506,Overcast,4,Day,spring,0,2016
39.2,-77.3,0.0,75.0,82.0,10.0,0.17427911846260802,Fair,0,Day,summer,1,2019
33.9,-86.8,0.0,41.0,93.0,10.0,0.2854639026097902,Overcast,4,Day,winter,1,2018
33.9,-118.1,0.0,57.0,81.0,10.0,0.1260522790801609,Light Rain,2,Night,winter,0,2019
34.4,-119.7,0.0,69.0,75.0,10.0,0.175655015598652,Partly Cloudy,4,Day,autumn,0,2018
25.9,-80.3,1.0,79.0,97.0,10.0,0.3339655775837599,Clear,3,Night,summer,1,2017
47.2,-122.3,0.0,68.0,68.0,10.0,0.3339655775837599,Clear,2,Day,summer,0,2018
32.6,-116.2,0.0,83.0,23.0,,0.2597082330778817,Other,0,Day,autumn,0,2016
47.6,-122.3,0.0,53.0,59.0,10.0,0.14509260250954292,Light Rain,5,Day,spring,0,2019
42.3,-83.1,0.0,43.0,89.0,4.0,0.1978658207971211,Light Rain,3,Day,spring,0,2018
33.8,-118.3,0.0,73.0,69.0,10.0,0.11216944406164672,Fair,3,Day,summer,0,2019
40.9,-73.8,0.0,74.0,45.0,10.0,0.33470568403507506,Mostly Cloudy,4,Day,summer,1,2018
38.7,-121.6,0.0,84.0,24.0,10.0,0.1726279818900893,Fair,2,Day,autumn,0,2019
33.4,-84.3,0.0,,,10.0,0.16782070524190654,Fair,1,Day,spring,1,2019
37.5,-122.4,1.0,63.0,48.0,9.0,0.1726279818900893,Clear,2,Day,winter,1,2018
44.0,-121.3,0.0,77.0,19.0,10.0,0.33470568403507506,Clear,5,Day,autumn,0,2018
30.2,-81.7,0.0,71.0,55.0,10.0,0.1837178381607416,Partly Cloudy,3,Day,autumn,0,2017
40.6,-80.1,1.0,24.0,62.0,10.0,0.17427911846260802,Overcast,6,Day,spring,0,2017
39.9,-74.9,1.0,52.0,50.0,10.0,0.3339655775837599,Clear,1,Day,autumn,0,2017
45.6,-118.8,0.0,95.0,12.0,10.0,0.17427911846260802,Fair,4,Day,summer,0,2019
35.7,-78.2,1.0,45.0,61.0,10.0,0.1837178381607416,Clear,4,Day,autumn,1,2017
44.8,-93.2,1.0,45.0,71.0,10.0,0.20179659383577014,Mostly Cloudy,4,Night,autumn,0,2019
38.9,-77.4,1.0,90.0,57.0,10.0,0.17427911846260802,Mostly Cloudy,1,Day,summer,1,2018
34.0,-117.8,0.0,48.0,82.0,10.0,0.1837178381607416,Cloudy,0,Day,winter,0,2019
34.0,-118.3,0.0,80.0,40.0,10.0,0.2597082330778817,Clear,0,Day,summer,0,2017
34.6,-97.4,1.0,65.0,41.0,10.0,0.3154141116184914,Clear,4,Day,winter,1,2017
41.9,-87.8,0.0,52.0,50.0,10.0,0.07512959899967943,Partly Cloudy,3,Night,spring,1,2019
38.6,-90.3,0.0,89.0,31.0,10.0,0.19946047525166746,Partly Cloudy,1,Day,spring,1,2017
45.0,-93.1,0.0,17.0,77.0,3.0,0.17427911846260802,Other,2,Day,winter,0,2017
37.8,-122.3,0.0,64.0,54.0,10.0,0.20179659383577014,Fair,4,Night,autumn,0,2019
29.9,-95.3,0.0,85.0,72.0,10.0,0.19611848126126613,Mostly Cloudy,1,Day,summer,0,2016
37.9,-122.2,0.0,72.0,55.0,10.0,0.11216944406164672,Partly Cloudy,2,Day,summer,0,2019
39.5,-112.0,3.0,49.0,83.0,10.0,0.16782070524190654,Light Rain,1,Day,spring,0,2019
47.6,-122.3,0.0,54.0,100.0,6.0,0.20179659383577014,Other,3,Day,autumn,0,2016
33.9,-117.4,0.0,46.0,46.0,10.0,0.19551397248314875,Clear,0,Day,winter,0,2018
34.0,-118.1,0.0,75.0,66.0,10.0,0.2597082330778817,Scattered Clouds,2,Day,autumn,0,2018
37.7,-122.1,0.0,71.0,41.0,10.0,0.2854639026097902,Clear,2,Day,autumn,1,2016
29.7,-95.3,1.0,80.0,81.0,10.0,0.19946047525166746,Overcast,2,Day,spring,1,2017
42.1,-75.8,0.0,74.0,26.0,10.0,0.1934317088257318,Clear,0,Day,spring,1,2017
45.1,-123.0,4.0,86.0,29.0,5.0,0.2597082330778817,Other,1,Day,summer,0,2018
45.8,-122.9,0.0,60.0,86.0,10.0,0.3339655775837599,Mostly Cloudy,1,Day,autumn,0,2018
41.1,-81.6,0.0,76.0,40.0,10.0,0.33470568403507506,Clear,2,Day,spring,0,2018
28.5,-81.3,0.0,82.0,79.0,2.0,0.1978658207971211,Other,1,Day,summer,0,2016
42.4,-122.5,0.0,53.0,9.0,10.0,0.20179659383577014,Fair,1,Day,autumn,0,2019
42.3,-83.1,0.0,31.0,76.0,10.0,0.2854639026097902,Overcast,1,Day,winter,1,2016
44.4,-89.0,1.0,36.0,45.0,10.0,0.3339655775837599,Clear,4,Day,winter,1,2019
34.0,-117.9,1.0,63.0,59.0,10.0,0.33470568403507506,Mostly Cloudy,1,Day,spring,0,2016
36.1,-86.7,0.0,76.0,82.0,10.0,0.19611848126126613,Partly Cloudy,5,Night,autumn,0,2018
40.9,-74.0,1.0,62.0,70.0,10.0,0.2012560380538422,Cloudy,6,Day,spring,1,2019
32.8,-96.8,0.0,56.0,55.0,10.0,0.35196423784104736,Overcast,5,Night,winter,1,2016
38.7,-121.0,0.0,79.0,24.0,10.0,0.19946047525166746,Clear,0,Day,summer,0,2016
32.8,-117.1,0.0,45.0,82.0,10.0,0.07512959899967943,Fair,6,Night,winter,0,2019
33.9,-118.1,0.0,56.0,40.0,10.0,0.3339655775837599,Clear,4,Day,winter,1,2017
34.0,-117.8,0.0,55.0,41.0,10.0,0.3339655775837599,Clear,0,Day,winter,0,2018
43.3,-88.0,0.0,73.0,36.0,10.0,0.17427911846260802,Clear,5,Day,summer,1,2017
40.1,-75.0,1.0,67.0,90.0,10.0,0.35196423784104736,Light Rain,4,Night,autumn,0,2018
40.8,-74.2,0.0,79.0,52.0,10.0,0.14509260250954292,Mostly Cloudy,4,Day,spring,0,2019
38.8,-121.5,0.0,50.0,100.0,4.0,0.07512959899967943,Cloudy,2,Night,winter,0,2019
33.8,-117.9,0.0,78.0,52.0,10.0,0.1934317088257318,Fair,2,Day,autumn,0,2019
36.1,-78.7,3.0,69.0,100.0,10.0,0.175655015598652,Mostly Cloudy,6,Day,spring,1,2018
39.7,-105.1,0.0,7.0,72.0,2.0,0.3339655775837599,Other,6,Day,spring,1,2019
39.9,-83.0,0.0,67.0,66.0,10.0,0.3154141116184914,Mostly Cloudy,3,Day,spring,0,2017
34.7,-120.3,0.0,,,10.0,0.07512959899967943,Mostly Cloudy,0,Day,winter,0,2019
43.0,-76.1,3.0,85.0,53.0,10.0,0.19551397248314875,Scattered Clouds,2,Day,autumn,0,2016
39.1,-94.7,0.0,,,,0.33470568403507506,Other,2,Day,autumn,0,2016
29.8,-95.6,0.0,61.0,82.0,10.0,0.19611848126126613,Mostly Cloudy,4,Day,winter,0,2017
28.5,-81.5,0.0,75.0,87.0,10.0,0.3339655775837599,Scattered Clouds,5,Day,autumn,1,2016
33.5,-82.6,0.0,32.0,89.0,10.0,0.33470568403507506,Clear,4,Day,autumn,0,2018
42.4,-83.1,0.0,77.0,69.0,10.0,0.3154141116184914,Overcast,2,Day,autumn,0,2018
44.2,-93.9,1.0,42.0,62.0,10.0,0.14509260250954292,Fair,4,Night,autumn,1,2019
42.0,-87.7,0.0,90.0,55.0,10.0,0.175655015598652,Mostly Cloudy,2,Day,summer,1,2018
37.4,-122.3,1.0,64.0,56.0,6.0,0.11216944406164672,Other,6,Day,spring,1,2019
34.0,-118.3,0.0,65.0,81.0,6.0,0.07512959899967943,Other,1,Day,autumn,0,2019
33.8,-118.3,1.0,80.0,42.0,2.0,0.17427911846260802,Other,0,Day,autumn,0,2018
42.5,-83.2,1.0,16.0,82.0,10.0,0.17427911846260802,Clear,3,Night,winter,0,2017
26.2,-81.7,0.0,91.0,61.0,10.0,0.175655015598652,Fair,0,Day,summer,0,2019
41.3,-72.9,2.0,30.0,92.0,0.0,0.33470568403507506,Other,3,Day,winter,0,2017
36.4,-80.2,0.0,86.0,61.0,10.0,0.175655015598652,Fair,1,Day,summer,0,2019
34.0,-117.3,1.0,56.0,77.0,10.0,0.2597082330778817,Overcast,2,Day,spring,0,2016
39.1,-77.2,0.0,45.0,57.0,10.0,0.35196423784104736,Overcast,6,Night,winter,1,2017
27.9,-82.3,0.0,84.0,51.0,10.0,0.3339655775837599,Clear,0,Day,spring,0,2018
33.8,-117.9,0.0,59.0,93.0,10.0,0.3339655775837599,Overcast,4,Day,spring,0,2018
42.7,-73.8,0.0,77.0,39.0,10.0,0.33470568403507506,Scattered Clouds,4,Day,autumn,0,2017
43.5,-71.6,1.0,37.0,46.0,10.0,0.2597082330778817,Clear,5,Day,spring,0,2018
48.6,-122.4,1.0,57.0,48.0,10.0,0.3339655775837599,Clear,1,Day,autumn,0,2017
40.1,-118.5,1.0,66.0,24.0,10.0,0.19551397248314875,Clear,3,Day,autumn,0,2018
42.5,-83.1,1.0,67.0,88.0,4.0,0.33470568403507506,Other,2,Night,summer,0,2018
32.9,-117.2,1.0,65.0,56.0,10.0,0.2854639026097902,Scattered Clouds,4,Day,spring,0,2019
35.1,-106.7,0.0,76.0,10.0,10.0,0.2597082330778817,Partly Cloudy,4,Day,spring,0,2017
39.3,-94.7,0.0,49.0,46.0,10.0,0.1978658207971211,Cloudy,5,Night,spring,0,2019
42.7,-84.6,3.0,61.0,72.0,10.0,0.3154141116184914,Clear,6,Night,summer,1,2018
39.2,-104.9,0.0,64.0,40.0,10.0,0.2012560380538422,Cloudy,4,Day,autumn,1,2019
34.0,-118.2,1.0,81.0,52.0,9.0,0.3339655775837599,Clear,4,Day,autumn,0,2018
40.7,-111.9,0.0,57.0,34.0,10.0,0.11539246896503184,Cloudy,0,Day,spring,0,2019
34.1,-117.8,0.0,70.0,33.0,10.0,0.175655015598652,Clear,0,Day,spring,0,2017
29.9,-95.6,1.0,74.0,93.0,10.0,0.3154141116184914,Mostly Cloudy,0,Day,autumn,0,2017
44.0,-121.1,5.0,84.0,22.0,10.0,0.11207069872824872,Fair,2,Day,summer,0,2019
37.9,-122.1,0.0,72.0,53.0,8.0,0.175655015598652,Clear,2,Day,summer,1,2018
33.4,-112.1,0.0,82.0,8.0,10.0,0.2854639026097902,Partly Cloudy,3,Day,spring,0,2017
37.9,-122.1,0.0,60.0,60.0,10.0,0.33470568403507506,Clear,0,Day,winter,1,2018
37.3,-122.3,0.0,64.0,56.0,10.0,0.175655015598652,Fair,6,Day,autumn,0,2019
32.9,-96.7,0.0,84.0,62.0,10.0,0.33470568403507506,Scattered Clouds,1,Day,summer,0,2017
34.2,-118.5,0.0,72.0,59.0,10.0,0.2012560380538422,Partly Cloudy,0,Day,autumn,0,2016
42.5,-95.5,5.0,29.0,100.0,,0.1978658207971211,Overcast,3,Night,spring,1,2016
35.8,-120.7,0.0,82.0,19.0,10.0,0.1260522790801609,Fair,0,Day,autumn,0,2019
41.2,-78.7,0.0,72.0,81.0,5.0,0.17427911846260802,Light Rain,4,Day,summer,0,2017
43.0,-78.2,0.0,59.0,55.0,10.0,0.19946047525166746,Overcast,4,Night,spring,1,2019
34.2,-118.4,0.0,51.0,89.0,3.0,0.19611848126126613,Other,4,Night,winter,1,2016
37.7,-122.4,1.0,59.0,62.0,10.0,0.17427911846260802,Partly Cloudy,5,Day,winter,0,2016
33.8,-117.5,0.0,69.0,57.0,10.0,0.17427911846260802,Scattered Clouds,2,Day,autumn,0,2016
35.2,-80.8,0.0,78.0,79.0,10.0,0.19946047525166746,Scattered Clouds,0,Day,summer,0,2017
32.8,-96.8,1.0,86.0,59.0,10.0,0.3154141116184914,Partly Cloudy,2,Night,summer,0,2016
41.8,-71.4,0.0,31.0,37.0,10.0,0.17427911846260802,Mostly Cloudy,2,Night,autumn,0,2018
40.9,-111.9,0.0,33.0,89.0,10.0,0.3339655775837599,Partly Cloudy,1,Night,spring,0,2019
41.8,-87.6,0.0,75.0,60.0,10.0,0.19611848126126613,Scattered Clouds,3,Day,summer,0,2018
42.1,-117.8,5.0,32.0,75.0,10.0,0.16782070524190654,Mostly Cloudy,1,Day,winter,0,2019
42.5,-83.4,1.0,49.0,37.0,10.0,0.1837178381607416,Clear,1,Day,autumn,0,2017
34.7,-84.6,0.0,70.0,100.0,1.0,0.3339655775837599,Overcast,4,Day,summer,0,2016
30.3,-97.7,1.0,60.0,72.0,10.0,0.3339655775837599,Clear,1,Day,spring,0,2018
33.6,-84.5,1.0,80.0,38.0,10.0,0.07512959899967943,Fair,4,Day,autumn,1,2019
33.6,-112.1,1.0,56.0,45.0,10.0,0.1978658207971211,Clear,4,Night,autumn,1,2018
40.4,-111.9,0.0,85.0,26.0,10.0,0.19611848126126613,Partly Cloudy,3,Day,summer,0,2019
29.7,-95.3,1.0,83.0,82.0,10.0,0.19611848126126613,Mostly Cloudy,4,Day,autumn,1,2016
39.4,-87.5,2.0,45.0,48.0,10.0,0.3154141116184914,Clear,0,Day,autumn,1,2017
45.6,-122.9,0.0,49.0,93.0,10.0,0.07512959899967943,Mostly Cloudy,2,Day,autumn,0,2019
33.5,-112.2,2.0,55.0,51.0,10.0,0.3339655775837599,Partly Cloudy,0,Day,spring,1,2019
33.9,-118.1,0.0,87.0,37.0,10.0,0.3154141116184914,Clear,0,Day,summer,0,2017
41.8,-71.4,0.0,69.0,73.0,10.0,0.2854639026097902,Scattered Clouds,2,Night,summer,0,2017
33.5,-112.1,1.0,60.0,39.0,10.0,0.35196423784104736,Mostly Cloudy,2,Day,autumn,0,2016
40.4,-74.6,2.0,50.0,57.0,10.0,0.3339655775837599,Clear,2,Night,autumn,1,2016
33.9,-118.3,0.0,65.0,61.0,10.0,0.3339655775837599,Clear,1,Day,autumn,0,2016
28.3,-82.7,0.0,92.0,58.0,10.0,0.17427911846260802,Mostly Cloudy,4,Day,summer,0,2016
36.1,-86.7,0.0,75.0,76.0,10.0,0.33470568403507506,Scattered Clouds,2,Day,summer,0,2017
25.8,-80.2,0.0,87.0,63.0,10.0,0.35196423784104736,Mostly Cloudy,3,Day,spring,0,2017
36.5,-86.5,3.0,38.0,86.0,10.0,0.16782070524190654,Light Rain,1,Day,spring,1,2018
43.0,-78.9,0.0,52.0,93.0,9.0,0.1978658207971211,Cloudy,1,Day,spring,1,2019
29.8,-95.5,1.0,81.0,58.0,9.0,0.2012560380538422,Scattered Clouds,2,Day,winter,1,2018
33.3,-117.4,1.0,82.0,49.0,7.0,0.19946047525166746,Clear,0,Day,summer,0,2017
44.6,-123.1,1.0,81.0,27.0,9.0,0.19551397248314875,Clear,2,Day,autumn,0,2018
45.6,-122.7,0.0,63.0,82.0,5.0,0.3339655775837599,Other,1,Day,summer,0,2018
38.0,-122.3,1.0,43.0,80.0,10.0,0.3339655775837599,Clear,6,Night,winter,0,2017
37.8,-122.4,0.0,63.0,65.0,10.0,0.2597082330778817,Scattered Clouds,1,Day,autumn,0,2018
33.9,-118.1,0.0,61.0,87.0,10.0,0.3339655775837599,Overcast,5,Night,spring,1,2017
34.1,-118.1,0.0,94.0,26.0,10.0,0.19946047525166746,Partly Cloudy,5,Day,autumn,0,2019
34.0,-118.1,0.0,72.0,73.0,10.0,0.3339655775837599,Partly Cloudy,2,Day,summer,0,2016
37.8,-122.3,1.0,49.0,83.0,10.0,0.17427911846260802,Partly Cloudy,0,Day,winter,0,2017
38.2,-121.9,0.0,70.0,62.0,10.0,0.1934317088257318,Other,5,Day,autumn,0,2019
34.2,-118.4,0.0,80.0,10.0,10.0,0.3154141116184914,Clear,2,Day,winter,1,2017
43.2,-70.6,1.0,53.0,96.0,10.0,0.07512959899967943,Fair,4,Night,summer,0,2019
34.0,-118.2,0.0,81.0,34.0,10.0,0.2597082330778817,Clear,3,Day,autumn,0,2017
33.9,-117.9,2.0,71.0,73.0,10.0,0.3154141116184914,Clear,2,Day,autumn,0,2018
47.3,-122.3,0.0,60.0,49.0,10.0,0.33470568403507506,Mostly Cloudy,0,Day,spring,1,2017
40.7,-73.8,0.0,40.0,49.0,10.0,0.2854639026097902,Mostly Cloudy,0,Night,winter,1,2018
42.2,-85.8,0.0,12.0,80.0,2.0,0.35196423784104736,Other,6,Day,winter,1,2017
40.4,-83.5,2.0,40.0,47.0,10.0,0.33470568403507506,Clear,1,Day,spring,1,2019
37.9,-76.4,1.0,58.0,81.0,10.0,0.19946047525166746,Mostly Cloudy,0,Night,winter,1,2019
36.0,-84.0,0.0,91.0,50.0,10.0,0.2854639026097902,Mostly Cloudy,4,Day,summer,0,2016
34.0,-118.3,0.0,61.0,78.0,5.0,0.3339655775837599,Other,4,Day,spring,0,2017
33.9,-118.1,0.0,76.0,67.0,10.0,0.3339655775837599,Clear,1,Day,summer,0,2018
39.7,-76.9,0.0,36.0,60.0,10.0,0.2012560380538422,Overcast,1,Day,winter,1,2018
42.6,-85.3,0.0,77.0,42.0,10.0,0.175655015598652,Overcast,0,Day,spring,1,2017
34.0,-81.2,3.0,57.0,23.0,10.0,0.33470568403507506,Partly Cloudy,2,Day,spring,0,2019
33.5,-117.2,0.0,97.0,25.0,10.0,0.19946047525166746,Fair,3,Day,autumn,0,2019
40.8,-73.9,0.0,60.0,69.0,10.0,0.2012560380538422,Cloudy,1,Night,spring,0,2019
32.8,-96.9,0.0,50.0,50.0,10.0,0.33470568403507506,Partly Cloudy,0,Night,spring,1,2018
45.7,-120.4,2.0,41.0,65.0,10.0,0.19551397248314875,Clear,4,Day,autumn,0,2018
43.1,-88.4,1.0,48.0,51.0,10.0,0.1934317088257318,Clear,2,Night,autumn,0,2016
38.7,-121.3,0.0,75.0,44.0,10.0,0.1978658207971211,Fair,3,Night,autumn,0,2019
34.0,-117.7,0.0,58.0,67.0,10.0,0.3339655775837599,Scattered Clouds,4,Day,autumn,0,2016
44.1,-123.1,1.0,55.0,55.0,10.0,0.1978658207971211,Partly Cloudy,5,Day,autumn,0,2019
38.6,-121.5,1.0,46.0,76.0,10.0,0.3339655775837599,Clear,1,Night,winter,0,2016
25.7,-80.4,0.0,74.0,53.0,10.0,0.35196423784104736,Overcast,0,Day,spring,0,2017
34.1,-118.2,0.0,76.0,15.0,10.0,0.1978658207971211,Fair,4,Day,winter,0,2019
33.7,-117.4,1.0,66.0,78.0,10.0,0.2012560380538422,Clear,0,Night,autumn,0,2017
34.0,-118.4,0.0,69.0,73.0,10.0,0.1934317088257318,Partly Cloudy,3,Day,autumn,0,2019
43.0,-123.3,0.0,51.0,89.0,8.0,0.3339655775837599,Light Rain,2,Night,autumn,0,2018
38.8,-77.6,0.0,47.0,39.0,10.0,0.16782070524190654,Clear,3,Day,spring,1,2017
34.1,-118.2,0.0,70.0,63.0,10.0,0.33470568403507506,Scattered Clouds,2,Day,autumn,0,2018
33.9,-117.9,1.0,63.0,72.0,10.0,0.3154141116184914,Overcast,0,Day,spring,0,2016
45.0,-93.3,0.0,68.0,68.0,10.0,0.2854639026097902,Scattered Clouds,3,Day,summer,0,2016
34.1,-118.0,0.0,91.0,34.0,10.0,0.11207069872824872,Fair,1,Day,autumn,0,2019
28.2,-80.7,0.0,86.0,62.0,10.0,0.1837178381607416,Clear,1,Day,autumn,0,2016
33.9,-117.7,0.0,64.0,88.0,4.0,0.17427911846260802,Light Rain,0,Day,autumn,0,2016
32.8,-96.9,0.0,65.0,87.0,7.0,0.2012560380538422,Light Rain,2,Day,spring,0,2019
